"id","platform_name","transaction_id","order_date","order_time","amount"
4658,Direct Sales,"101030","2024-02-02","21:59:00",77.36
4659,Direct Sales,"101029","2024-02-02","22:11:00",114.97
4660,Direct Sales,"200564","2024-02-02","21:35:00",90.33
4661,Direct Sales,"101028","2024-02-02","21:30:00",50.53
4662,Direct Sales,"101027","2024-02-02","21:30:00",50.54
4663,Direct Sales,"200563","2024-02-02","19:51:00",75.28
4664,Direct Sales,"101026","2024-02-02","21:53:00",91.37
4665,Direct Sales,"101025","2024-02-02","20:24:00",213.13
4666,Direct Sales,"200562","2024-02-02","20:26:00",109.87
4667,Direct Sales,"300102","2024-02-02","20:00:00",106.53
4668,Direct Sales,"200561","2024-02-02","21:25:00",90.28
4669,Direct Sales,"101024","2024-02-02","20:16:00",68.83
4670,Direct Sales,"200560","2024-02-02","19:53:00",239.93
4671,Direct Sales,"101023","2024-02-02","20:37:00",96.79
4672,Direct Sales,"102","2024-02-02","20:27:00",64.65
4673,Direct Sales,"200559","2024-02-02","20:55:00",120.35
4674,Direct Sales,"101022","2024-02-02","20:54:00",89.06
4675,Direct Sales,"101021","2024-02-02","20:40:00",81.84
4676,Direct Sales,"101020","2024-02-02","17:42:00",139.73
4677,Direct Sales,"101019","2024-02-02","20:25:00",279.92
4678,Direct Sales,"101018","2024-02-02","18:47:00",109.16
4679,Direct Sales,"101017","2024-02-02","18:47:00",109.17
4680,Direct Sales,"101016","2024-02-02","19:11:00",78.56
4681,Direct Sales,,"2024-02-02","18:22:00",147.26
4682,Direct Sales,"101015","2024-02-02","17:17:00",30.16
4683,Direct Sales,"101014","2024-02-02","17:05:00",250.85
4684,Direct Sales,"101012","2024-02-02","19:41:00",265.84
4685,Direct Sales,"101011","2024-02-02","18:16:00",178.49
4686,Direct Sales,"101","2024-02-02","19:23:00",100.08
4687,Direct Sales,"101010","2024-02-02","17:07:00",580.00
4688,Direct Sales,"101009","2024-02-02","18:26:00",147.33
4689,Direct Sales,"200558","2024-02-02","19:01:00",221.52
4690,Direct Sales,"101008","2024-02-02","19:23:00",59.04
4691,Direct Sales,"200557","2024-02-02","18:59:00",107.47
4692,Direct Sales,"200556","2024-02-02","18:41:00",64.65
4693,Direct Sales,"101007","2024-02-02","19:09:00",60.18
4694,Direct Sales,"200555","2024-02-02","18:55:00",94.71
4695,Direct Sales,"200554","2024-02-02","18:34:00",89.24
4696,Direct Sales,"200553","2024-02-02","18:34:00",89.25
4697,Direct Sales,"200552","2024-02-02","18:26:00",99.96
4698,Direct Sales,"200551","2024-02-02","18:18:00",110.80
4699,Direct Sales,"200550","2024-02-02","17:14:00",59.75
4700,Direct Sales,"200549","2024-02-02","17:14:00",59.75
4701,Direct Sales,"200548","2024-02-02","17:14:00",59.75
4702,Direct Sales,"200547","2024-02-02","17:14:00",59.76
4703,Direct Sales,"101006","2024-02-02","18:17:00",117.16
4704,Direct Sales,"200546","2024-02-02","18:00:00",113.91
4705,Direct Sales,"101005","2024-02-02","17:55:00",55.87
4706,Direct Sales,"200545","2024-02-02","17:58:00",80.52
4707,Direct Sales,"101004","2024-02-02","17:56:00",83.83
4708,Direct Sales,"200544","2024-02-02","17:36:00",178.28
4709,Direct Sales,"100","2024-02-02","17:35:00",131.34
4710,Direct Sales,"99","2024-02-02","17:36:00",50.47
4711,Direct Sales,"101003","2024-02-02","17:17:00",97.98
4712,Direct Sales,"200543","2024-02-02","17:51:00",28.98
4713,Direct Sales,"200542","2024-02-02","17:41:00",20.42
4714,Direct Sales,"200541","2024-02-02","17:02:00",68.80
4715,Direct Sales,"200540","2024-02-02","17:02:00",68.80
4716,Direct Sales,"300101","2024-02-01","22:42:00",271.99
4717,Direct Sales,"300100","2024-02-01","22:24:00",74.26
4718,Direct Sales,"101002","2024-02-01","22:52:00",20.42
4719,Direct Sales,"101001","2024-02-01","20:01:00",106.64
4720,Direct Sales,"101000","2024-02-01","22:39:00",63.40
4721,Direct Sales,"100999","2024-02-01","19:46:00",131.23
4722,Direct Sales,"100998","2024-02-01","22:10:00",87.05
4723,Direct Sales,"200539","2024-02-01","22:18:00",81.84
4724,Direct Sales,"100997","2024-02-01","22:04:00",76.50
4725,Direct Sales,"98","2024-02-01","22:05:00",49.40
4726,Direct Sales,"100996","2024-02-01","21:25:00",73.10
4727,Direct Sales,"200538","2024-02-01","21:47:00",54.87
4728,Direct Sales,"100995","2024-02-01","21:37:00",47.29
4729,Direct Sales,"100994","2024-02-01","21:24:00",134.34
4730,Direct Sales,"200537","2024-02-01","18:59:00",126.01
4731,Direct Sales,"100993","2024-02-01","19:57:00",238.78
4732,Direct Sales,"100992","2024-02-01","19:19:00",85.10
4733,Direct Sales,"100991","2024-02-01","19:49:00",122.62
4734,Direct Sales,"100990","2024-02-01","19:03:00",112.92
4735,Direct Sales,"100989","2024-02-01","20:01:00",89.18
4736,Direct Sales,"100988","2024-02-01","17:28:00",166.69
4737,Direct Sales,"100987","2024-02-01","19:53:00",48.32
4738,Direct Sales,"200536","2024-02-01","19:14:00",64.65
4739,Direct Sales,"200535","2024-02-01","19:46:00",63.25
4740,Direct Sales,"100986","2024-02-01","17:47:00",80.80
4741,Direct Sales,"100985","2024-02-01","18:28:00",125.98
4742,Direct Sales,"100984","2024-02-01","19:03:00",78.39
4743,Direct Sales,"200534","2024-02-01","19:24:00",53.77
4744,Direct Sales,"200533","2024-02-01","18:06:00",105.27
4745,Direct Sales,"100983","2024-02-01","18:39:00",108.50
4746,Direct Sales,"100982","2024-02-01","18:45:00",53.71
4747,Direct Sales,"200532","2024-02-01","19:07:00",40.84
4748,Direct Sales,"100981","2024-02-01","18:30:00",52.64
4749,Direct Sales,"100980","2024-02-01","17:12:00",169.05
4750,Direct Sales,"200531","2024-02-01","17:19:00",121.51
4751,Direct Sales,"100979","2024-02-01","17:36:00",64.42
4752,Direct Sales,"100978","2024-01-31","22:07:00",152.79
4753,Direct Sales,"200530","2024-01-31","20:38:00",110.90
4754,Direct Sales,"100977","2024-01-31","20:58:00",77.40
4755,Direct Sales,"100976","2024-01-31","22:27:00",26.52
4756,Direct Sales,"100975","2024-01-31","18:41:00",133.37
4757,Direct Sales,"100974","2024-01-31","21:11:00",23.60
4758,Direct Sales,"100973","2024-01-31","18:28:00",275.47
4759,Direct Sales,"100972","2024-01-31","19:26:00",217.25
4760,Direct Sales,"100971","2024-01-31","20:10:00",49.49
4761,Direct Sales,"200529","2024-01-31","20:20:00",26.88
4762,Direct Sales,"100970","2024-01-31","19:43:00",33.29
4763,Direct Sales,"100969","2024-01-31","19:42:00",60.17
4764,Direct Sales,"100968","2024-01-31","19:58:00",23.64
4765,Direct Sales,"100967","2024-01-31","18:58:00",104.33
4766,Direct Sales,"100966","2024-01-31","19:18:00",75.23
4767,Direct Sales,"200528","2024-01-31","19:35:00",39.71
4768,Direct Sales,"200527","2024-01-31","17:27:00",133.30
4769,Direct Sales,"100965","2024-01-31","18:58:00",54.83
4770,Direct Sales,"200526","2024-01-31","19:34:00",55.92
4771,Direct Sales,"100964","2024-01-31","18:26:00",114.09
4772,Direct Sales,"100963","2024-01-31","18:26:00",114.09
4773,Direct Sales,"300099","2024-01-31","18:15:00",74.13
4774,Direct Sales,"100962","2024-01-31","18:12:00",92.42
4775,Direct Sales,"200525","2024-01-31","18:08:00",33.29
4776,Direct Sales,"100961","2024-01-31","17:23:00",113.89
4777,Direct Sales,"300098","2024-01-31","17:39:00",80.63
4778,Direct Sales,"100960","2024-01-31","17:37:00",27.95
4779,Direct Sales,"100959","2024-01-30","22:55:00",9.69
4780,Direct Sales,"100958","2024-01-30","22:15:00",74.34
4781,Direct Sales,"100957","2024-01-30","21:43:00",189.47
4782,Direct Sales,"300097","2024-01-30","18:44:00",117.24
4783,Direct Sales,"100956","2024-01-30","18:44:00",253.06
4784,Direct Sales,"200524","2024-01-30","21:59:00",49.45
4785,Direct Sales,"100955","2024-01-30","22:01:00",90.26
4786,Direct Sales,"100954","2024-01-30","18:36:00",224.89
4787,Direct Sales,"200523","2024-01-30","21:10:00",69.87
4788,Direct Sales,"100953","2024-01-30","20:39:00",108.54
4789,Direct Sales,"100952","2024-01-30","19:15:00",106.48
4790,Direct Sales,"100951","2024-01-30","20:26:00",77.42
4791,Direct Sales,"200522","2024-01-30","17:57:00",200.36
4792,Direct Sales,"300096","2024-01-30","19:59:00",15.04
4793,Direct Sales,"100950","2024-01-30","18:33:00",121.51
4794,Direct Sales,"100949","2024-01-30","18:49:00",71.06
4795,Direct Sales,"200521","2024-01-30","18:47:00",60.18
4796,Direct Sales,,"2024-01-30","18:20:00",73.27
4797,Direct Sales,"200520","2024-01-30","18:38:00",79.52
4798,Direct Sales,"100948","2024-01-30","17:53:00",64.65
4799,Direct Sales,"100947","2024-01-30","17:33:00",71.09
4800,Direct Sales,"200519","2024-01-30","18:08:00",77.36
4801,Direct Sales,"300095","2024-01-30","18:01:00",33.29
4802,Direct Sales,"300094","2024-01-30","16:55:00",20.42
4803,Direct Sales,"100946","2024-01-29","21:56:00",375.52
4804,Direct Sales,"97","2024-01-29","22:24:00",64.65
4805,Direct Sales,,"2024-01-29","22:04:00",104.28
4806,Direct Sales,"200518","2024-01-29","21:05:00",64.52
4807,Direct Sales,"300093","2024-01-29","21:31:00",41.90
4808,Direct Sales,"300092","2024-01-29","20:35:00",64.65
4809,Direct Sales,"100945","2024-01-29","18:37:00",117.93
4810,Direct Sales,"100944","2024-01-29","19:01:00",59.13
4811,Direct Sales,"100943","2024-01-29","19:40:00",48.33
4812,Direct Sales,,"2024-01-29","20:23:00",2.74
4813,Direct Sales,"200517","2024-01-29","19:52:00",47.25
4814,Direct Sales,"100942","2024-01-29","19:36:00",64.49
4815,Direct Sales,"100941","2024-01-29","18:52:00",135.42
4816,Direct Sales,"96","2024-01-29","19:53:00",20.42
4817,Direct Sales,"200516","2024-01-29","19:10:00",80.80
4818,Direct Sales,"95","2024-01-29","19:31:00",33.29
4819,Direct Sales,,"2024-01-29","18:43:00",65.56
4820,Direct Sales,"200515","2024-01-29","19:07:00",54.79
4821,Direct Sales,"200514","2024-01-29","18:44:00",98.91
4822,Direct Sales,"94","2024-01-29","19:20:00",52.64
4823,Direct Sales,"100940","2024-01-29","17:18:00",87.03
4824,Direct Sales,"100939","2024-01-29","18:02:00",59.09
4825,Direct Sales,"200513","2024-01-29","17:13:00",109.78
4826,Direct Sales,"100938","2024-01-29","17:50:00",64.65
4827,Direct Sales,"100937","2024-01-29","17:35:00",86.02
4828,Direct Sales,"100936","2024-01-29","17:41:00",70.94
4829,Direct Sales,"300091","2024-01-29","17:06:00",166.72
4830,Direct Sales,"200512","2024-01-29","17:25:00",71.09
4831,Direct Sales,"93","2024-01-29","17:48:00",26.88
4832,Direct Sales,"100935","2024-01-28","22:00:00",110.80
4833,Direct Sales,"200511","2024-01-28","22:10:00",168.83
4834,Direct Sales,"100934","2024-01-28","21:56:00",74.18
4835,Direct Sales,"100933","2024-01-28","20:31:00",88.20
4836,Direct Sales,"100932","2024-01-28","19:00:00",153.85
4837,Direct Sales,"200510","2024-01-28","20:40:00",169.92
4838,Direct Sales,"200509","2024-01-28","19:49:00",88.21
4839,Direct Sales,"100931","2024-01-28","20:59:00",13.44
4840,Direct Sales,"100930","2024-01-28","20:59:00",13.44
4841,Direct Sales,"100929","2024-01-28","19:34:00",54.80
4842,Direct Sales,"100928","2024-01-28","19:34:00",167.98
4843,Direct Sales,,"2024-01-28","19:06:00",45.18
4844,Direct Sales,"300090","2024-01-28","19:43:00",67.66
4845,Direct Sales,"100927","2024-01-28","17:16:00",108.68
4846,Direct Sales,"100926","2024-01-28","20:07:00",85.98
4847,Direct Sales,"100925","2024-01-28","18:53:00",80.10
4848,Direct Sales,"100924","2024-01-28","18:53:00",80.11
4849,Direct Sales,"200508","2024-01-28","19:35:00",108.71
4850,Direct Sales,"200507","2024-01-28","19:23:00",48.87
4851,Direct Sales,"200506","2024-01-28","19:23:00",48.88
4852,Direct Sales,"200505","2024-01-28","19:57:00",53.77
4853,Direct Sales,"92","2024-01-28","19:15:00",38.57
4854,Direct Sales,"100923","2024-01-28","18:48:00",129.88
4855,Direct Sales,,"2024-01-28","18:31:00",166.73
4856,Direct Sales,"100922","2024-01-28","18:17:00",128.08
4857,Direct Sales,"100921","2024-01-28","18:23:00",73.27
4858,Direct Sales,"200504","2024-01-28","18:23:00",60.12
4859,Direct Sales,,"2024-01-28","18:04:00",75.26
4860,Direct Sales,"200503","2024-01-28","18:43:00",51.61
4861,Direct Sales,"100920","2024-01-28","17:42:00",157.22
4862,Direct Sales,"100919","2024-01-28","18:01:00",33.29
4863,Direct Sales,"200502","2024-01-28","17:39:00",123.30
4864,Direct Sales,"100918","2024-01-28","17:34:00",79.66
4865,Direct Sales,"200500","2024-01-28","18:25:00",39.76
4866,Direct Sales,"100917","2024-01-28","17:20:00",102.19
4867,Direct Sales,"200499","2024-01-28","18:19:00",36.53
4868,Direct Sales,"100916","2024-01-28","18:18:00",74.13
4869,Direct Sales,"91","2024-01-28","17:43:00",71.97
4870,Direct Sales,"300089","2024-01-28","17:26:00",66.59
4871,Direct Sales,"200497","2024-01-28","17:07:00",60.11
4872,Direct Sales,"200496","2024-01-28","17:33:00",48.38
4873,Direct Sales,"100915","2024-01-27","23:30:00",46.22
4874,Direct Sales,"200495","2024-01-27","21:17:00",75.83
4875,Direct Sales,"200494","2024-01-27","21:17:00",75.84
4876,Direct Sales,"200493","2024-01-27","23:36:00",102.08
4877,Direct Sales,"200492","2024-01-27","23:47:00",97.93
4878,Direct Sales,"300088","2024-01-28","00:33:00",13.73
4879,Direct Sales,"100914","2024-01-27","20:23:00",176.39
4880,Direct Sales,"100913","2024-01-27","23:03:00",137.74
4881,Direct Sales,"300087","2024-01-27","23:11:00",80.54
4882,Direct Sales,"100912","2024-01-27","22:34:00",70.97
4883,Direct Sales,"300086","2024-01-28","00:11:00",13.73
4884,Direct Sales,"300085","2024-01-28","00:07:00",14.64
4885,Direct Sales,"200491","2024-01-27","22:35:00",100.18
4886,Direct Sales,"200490","2024-01-27","22:32:00",99.11
4887,Direct Sales,"100911","2024-01-27","22:42:00",129.31
4888,Direct Sales,"200489","2024-01-27","23:14:00",50.53
4889,Direct Sales,"100910","2024-01-27","21:33:00",90.34
4890,Direct Sales,"100909","2024-01-27","22:29:00",105.39
4891,Direct Sales,"100908","2024-01-27","20:58:00",72.01
4892,Direct Sales,"200488","2024-01-27","22:26:00",164.48
4893,Direct Sales,"200487","2024-01-27","22:13:00",48.37
4894,Direct Sales,"100907","2024-01-27","21:56:00",77.35
4895,Direct Sales,"300084","2024-01-27","21:56:00",60.18
4896,Direct Sales,"200486","2024-01-27","21:46:00",168.68
4897,Direct Sales,"200485","2024-01-27","21:54:00",113.92
4898,Direct Sales,"90","2024-01-27","22:42:00",31.19
4899,Direct Sales,"200484","2024-01-27","21:56:00",63.41
4900,Direct Sales,"100906","2024-01-27","21:30:00",78.54
4901,Direct Sales,"100905","2024-01-27","21:55:00",66.63
4902,Direct Sales,"100904","2024-01-27","22:03:00",25.78
4903,Direct Sales,"200483","2024-01-27","19:53:00",289.90
4904,Direct Sales,"100903","2024-01-27","21:23:00",51.61
4905,Direct Sales,"100902","2024-01-27","21:08:00",70.89
4906,Direct Sales,"100901","2024-01-27","19:39:00",71.01
4907,Direct Sales,"100900","2024-01-27","19:39:00",71.02
4908,Direct Sales,"100899","2024-01-27","20:17:00",90.33
4909,Direct Sales,"200482","2024-01-27","20:39:00",81.61
4910,Direct Sales,"100898","2024-01-27","20:42:00",62.28
4911,Direct Sales,"100897","2024-01-27","20:20:00",76.29
4912,Direct Sales,"200481","2024-01-27","17:39:00",174.77
4913,Direct Sales,"200480","2024-01-27","17:39:00",174.78
4914,Direct Sales,"100896","2024-01-27","19:43:00",90.49
4915,Direct Sales,"100895","2024-01-27","20:18:00",111.77
4916,Direct Sales,"100894","2024-01-27","20:08:00",47.30
4917,Direct Sales,"100893","2024-01-27","19:57:00",105.33
4918,Direct Sales,"100892","2024-01-27","20:15:00",24.13
4919,Direct Sales,"100891","2024-01-27","20:15:00",24.14
4920,Direct Sales,"200479","2024-01-27","18:30:00",1295.39
4921,Direct Sales,"100890","2024-01-27","17:32:00",100.00
4922,Direct Sales,"200478","2024-01-27","19:37:00",77.36
4923,Direct Sales,"200477","2024-01-27","18:21:00",473.32
4924,Direct Sales,"200476","2024-01-27","19:11:00",67.17
4925,Direct Sales,"200475","2024-01-27","19:11:00",67.17
4926,Direct Sales,"100889","2024-01-27","19:38:00",21.98
4927,Direct Sales,"100888","2024-01-27","19:38:00",21.98
4928,Direct Sales,"100887","2024-01-27","18:42:00",194.50
4929,Direct Sales,"200474","2024-01-27","19:18:00",89.20
4930,Direct Sales,"100886","2024-01-27","18:49:00",74.18
4931,Direct Sales,"100885","2024-01-27","18:26:00",72.06
4932,Direct Sales,"200473","2024-01-27","18:42:00",292.50
4933,Direct Sales,"100884","2024-01-27","18:49:00",58.02
4934,Direct Sales,"100883","2024-01-27","18:21:00",79.47
4935,Direct Sales,"100882","2024-01-27","17:22:00",154.84
4936,Direct Sales,"100881","2024-01-27","18:25:00",77.42
4937,Direct Sales,"100880","2024-01-27","18:09:00",135.43
4938,Direct Sales,"100879","2024-01-27","18:12:00",59.14
4939,Direct Sales,"100878","2024-01-27","17:39:00",41.37
4940,Direct Sales,"100877","2024-01-27","17:39:00",41.37
4941,Direct Sales,"200472","2024-01-27","17:36:00",126.82
4942,Direct Sales,"300083","2024-01-27","17:17:00",106.64
4943,Direct Sales,"100876","2024-01-27","17:14:00",69.82
4944,Direct Sales,"200471","2024-01-27","17:14:00",20.42
4945,Direct Sales,"100875","2024-01-27","17:07:00",109.46
4946,Direct Sales,"200470","2024-01-27","16:56:00",46.22
4947,Direct Sales,,"2024-01-27","17:04:00",77.36
4948,Direct Sales,"200469","2024-01-27","17:01:00",74.13
4949,Direct Sales,"200468","2024-01-26","22:43:00",44.12
4950,Direct Sales,"200467","2024-01-26","22:43:00",44.13
4951,Direct Sales,"200466","2024-01-26","23:31:00",31.04
4952,Direct Sales,"100874","2024-01-26","23:31:00",64.51
4953,Direct Sales,"200465","2024-01-26","23:33:00",35.45
4954,Direct Sales,"100873","2024-01-26","21:30:00",127.97
4955,Direct Sales,"100872","2024-01-26","22:13:00",101.18
4956,Direct Sales,"100871","2024-01-26","20:57:00",60.86
4957,Direct Sales,"100870","2024-01-26","20:57:00",60.87
4958,Direct Sales,,"2024-01-26","23:05:00",53.77
4959,Direct Sales,"200464","2024-01-26","22:15:00",68.60
4960,Direct Sales,"200463","2024-01-26","22:15:00",68.60
4961,Direct Sales,"200462","2024-01-26","22:15:00",68.60
4962,Direct Sales,"200461","2024-01-26","22:15:00",68.60
4963,Direct Sales,"200460","2024-01-26","22:15:00",68.60
4964,Direct Sales,"200459","2024-01-26","22:15:00",68.60
4965,Direct Sales,"100869","2024-01-26","22:26:00",122.69
4966,Direct Sales,"200458","2024-01-26","21:58:00",28.75
4967,Direct Sales,"200457","2024-01-26","21:58:00",28.77
4968,Direct Sales,"200456","2024-01-26","21:58:00",28.77
4969,Direct Sales,"200455","2024-01-26","21:58:00",28.77
4970,Direct Sales,"200454","2024-01-26","21:35:00",117.05
4971,Direct Sales,"100868","2024-01-26","22:53:00",56.99
4972,Direct Sales,"100867","2024-01-26","21:46:00",132.27
4973,Direct Sales,"89","2024-01-26","22:44:00",97.77
4974,Direct Sales,,"2024-01-26","21:19:00",202.06
4975,Direct Sales,"100866","2024-01-26","22:35:00",36.57
4976,Direct Sales,"100865","2024-01-26","22:18:00",163.07
4977,Direct Sales,"100864","2024-01-26","21:51:00",145.00
4978,Direct Sales,"200453","2024-01-26","21:51:00",74.18
4979,Direct Sales,"200452","2024-01-26","22:21:00",161.98
4980,Direct Sales,"300082","2024-01-26","22:00:00",71.87
4981,Direct Sales,"100863","2024-01-26","21:23:00",55.87
4982,Direct Sales,"100862","2024-01-26","20:50:00",345.03
4983,Direct Sales,"88","2024-01-26","21:12:00",88.01
4984,Direct Sales,"100861","2024-01-26","21:17:00",60.18
4985,Direct Sales,"100860","2024-01-26","17:58:00",221.63
4986,Direct Sales,"100859","2024-01-26","17:47:00",209.57
4987,Direct Sales,"100858","2024-01-26","19:58:00",127.96
4988,Direct Sales,"200451","2024-01-26","17:42:00",164.76
4989,Direct Sales,,"2024-01-26","17:42:00",100.00
4990,Direct Sales,"100857","2024-01-26","20:44:00",111.94
4991,Direct Sales,"200450","2024-01-26","20:05:00",145.17
4992,Direct Sales,"100856","2024-01-26","20:30:00",111.86
4993,Direct Sales,"100855","2024-01-26","20:04:00",56.84
4994,Direct Sales,"100854","2024-01-26","18:26:00",144.04
4995,Direct Sales,"100853","2024-01-26","20:22:00",84.02
4996,Direct Sales,"100852","2024-01-26","17:25:00",182.89
4997,Direct Sales,"100851","2024-01-26","20:19:00",169.37
4998,Direct Sales,"200449","2024-01-26","20:01:00",130.47
4999,Direct Sales,"200448","2024-01-26","19:41:00",159.30
5000,Direct Sales,"100850","2024-01-26","19:45:00",95.83
5001,Direct Sales,,"2024-01-26","18:08:00",451.05
5002,Direct Sales,"100849","2024-01-26","19:19:00",69.79
5003,Direct Sales,"100848","2024-01-26","19:44:00",32.16
5004,Direct Sales,"200447","2024-01-26","18:45:00",345.70
5005,Direct Sales,"100847","2024-01-26","18:48:00",32.32
5006,Direct Sales,"100846","2024-01-26","18:48:00",32.33
5007,Direct Sales,"100845","2024-01-26","19:24:00",79.47
5008,Direct Sales,"300081","2024-01-26","19:10:00",52.64
5009,Direct Sales,"200446","2024-01-26","20:00:00",43.04
5010,Direct Sales,"100844","2024-01-26","18:48:00",32.24
5011,Direct Sales,"100843","2024-01-26","18:48:00",32.25
5012,Direct Sales,"100842","2024-01-26","18:44:00",97.76
5013,Direct Sales,"200445","2024-01-26","17:50:00",80.67
5014,Direct Sales,"200444","2024-01-26","19:35:00",64.61
5015,Direct Sales,"100841","2024-01-26","18:56:00",33.29
5016,Direct Sales,"100840","2024-01-26","17:25:00",84.90
5017,Direct Sales,"100839","2024-01-26","18:22:00",160.31
5018,Direct Sales,"200443","2024-01-26","17:02:00",443.46
5019,Direct Sales,"200442","2024-01-26","18:22:00",66.58
5020,Direct Sales,"100838","2024-01-26","18:01:00",85.87
5021,Direct Sales,"100836","2024-01-26","17:27:00",104.44
5022,Direct Sales,"100835","2024-01-26","17:46:00",56.94
5023,Direct Sales,"100834","2024-01-26","17:36:00",80.59
5024,Direct Sales,"200441","2024-01-26","17:41:00",63.40
5025,Direct Sales,"87","2024-01-26","17:45:00",84.95
5026,Direct Sales,"100833","2024-01-26","17:32:00",87.11
5027,Direct Sales,"100832","2024-01-26","17:16:00",103.24
5028,Direct Sales,"200440","2024-01-26","17:46:00",60.18
5029,Direct Sales,"100831","2024-01-26","17:22:00",90.23
5030,Direct Sales,"100830","2024-01-26","17:22:00",62.27
5031,Direct Sales,"200439","2024-01-26","17:40:00",48.38
5032,Direct Sales,"200438","2024-01-26","17:13:00",17.19
5033,Direct Sales,"100829","2024-01-25","23:15:00",20.42
5034,Direct Sales,"100828","2024-01-25","22:24:00",52.64
5035,Direct Sales,"100827","2024-01-25","22:10:00",74.55
5036,Direct Sales,"100826","2024-01-25","22:16:00",99.63
5037,Direct Sales,,"2024-01-25","22:44:00",3.22
5038,Direct Sales,"200437","2024-01-25","20:15:00",93.54
5039,Direct Sales,"100825","2024-01-25","21:17:00",110.85
5040,Direct Sales,"100824","2024-01-25","18:48:00",178.54
5041,Direct Sales,"300080","2024-01-25","20:32:00",52.72
5042,Direct Sales,"100823","2024-01-25","20:22:00",150.57
5043,Direct Sales,,"2024-01-25","21:37:00",63.41
5044,Direct Sales,"200436","2024-01-25","21:44:00",33.29
5045,Direct Sales,"100822","2024-01-25","21:21:00",41.81
5046,Direct Sales,"100821","2024-01-25","19:47:00",23.10
5047,Direct Sales,"100820","2024-01-25","19:47:00",23.11
5048,Direct Sales,"200435","2024-01-25","20:01:00",77.36
5049,Direct Sales,"100819","2024-01-25","18:47:00",240.84
5050,Direct Sales,"200434","2024-01-25","20:54:00",53.71
5051,Direct Sales,"200433","2024-01-25","20:53:00",91.53
5052,Direct Sales,"100818","2024-01-25","18:51:00",127.05
5053,Direct Sales,"100817","2024-01-25","20:02:00",153.88
5054,Direct Sales,"86","2024-01-25","19:49:00",86.00
5055,Direct Sales,"100816","2024-01-25","19:59:00",75.26
5056,Direct Sales,"100815","2024-01-25","19:23:00",242.90
5057,Direct Sales,"100814","2024-01-25","18:08:00",225.06
5058,Direct Sales,"100813","2024-01-25","19:44:00",63.40
5059,Direct Sales,"100812","2024-01-25","19:47:00",76.32
5060,Direct Sales,"100811","2024-01-25","19:52:00",60.16
5061,Direct Sales,,"2024-01-25","19:45:00",79.56
5062,Direct Sales,"100810","2024-01-25","19:02:00",106.41
5063,Direct Sales,"100809","2024-01-25","19:23:00",74.19
5064,Direct Sales,"200432","2024-01-25","18:25:00",202.16
5065,Direct Sales,,"2024-01-25","18:37:00",68.72
5066,Direct Sales,"100808","2024-01-25","17:31:00",169.92
5067,Direct Sales,"100807","2024-01-25","18:10:00",33.24
5068,Direct Sales,"100806","2024-01-25","17:13:00",21.47
5069,Direct Sales,"100805","2024-01-25","17:13:00",21.47
5070,Direct Sales,"300079","2024-01-25","17:16:00",27.94
5071,Direct Sales,"200431","2024-01-25","17:01:00",48.38
5072,Direct Sales,"100804","2024-01-24","22:08:00",78.56
5073,Direct Sales,"100803","2024-01-24","21:16:00",150.69
5074,Direct Sales,"100802","2024-01-24","21:15:00",70.99
5075,Direct Sales,"100801","2024-01-24","18:54:00",290.42
5076,Direct Sales,"100800","2024-01-24","22:18:00",74.13
5077,Direct Sales,,"2024-01-24","21:59:00",56.99
5078,Direct Sales,"85","2024-01-24","19:28:00",125.78
5079,Direct Sales,"300078","2024-01-24","21:51:00",61.36
5080,Direct Sales,"200430","2024-01-24","18:37:00",394.18
5081,Direct Sales,"100799","2024-01-24","20:04:00",277.51
5082,Direct Sales,"300077","2024-01-24","21:20:00",81.69
5083,Direct Sales,"100798","2024-01-24","19:15:00",218.27
5084,Direct Sales,"200429","2024-01-24","18:29:00",166.51
5085,Direct Sales,"200428","2024-01-24","20:12:00",26.88
5086,Direct Sales,"100797","2024-01-24","19:15:00",64.47
5087,Direct Sales,"100796","2024-01-24","18:26:00",16.64
5088,Direct Sales,"100795","2024-01-24","18:26:00",16.65
5089,Direct Sales,"100794","2024-01-24","18:41:00",114.14
5090,Direct Sales,"100793","2024-01-24","19:03:00",16.64
5091,Direct Sales,"100792","2024-01-24","19:03:00",16.65
5092,Direct Sales,"200427","2024-01-24","19:29:00",62.30
5093,Direct Sales,"200426","2024-01-24","19:05:00",30.05
5094,Direct Sales,"200425","2024-01-24","19:05:00",73.10
5095,Direct Sales,"100791","2024-01-24","18:49:00",49.45
5096,Direct Sales,"100790","2024-01-24","17:58:00",83.92
5097,Direct Sales,"100789","2024-01-24","18:44:00",126.70
5098,Direct Sales,"200422","2024-01-24","18:19:00",46.22
5099,Direct Sales,"100788","2024-01-24","19:13:00",31.09
5100,Direct Sales,"84","2024-01-24","18:21:00",212.67
5101,Direct Sales,"100787","2024-01-24","18:17:00",64.49
5102,Direct Sales,"100786","2024-01-24","18:13:00",77.45
5103,Direct Sales,,"2024-01-24","16:59:00",144.06
5104,Direct Sales,"100785","2024-01-24","17:43:00",27.39
5105,Direct Sales,"100784","2024-01-24","17:43:00",27.40
5106,Direct Sales,"200421","2024-01-24","17:57:00",135.67
5107,Direct Sales,"100783","2024-01-24","17:22:00",130.17
5108,Direct Sales,"100782","2024-01-24","17:37:00",78.39
5109,Direct Sales,"100781","2024-01-24","17:08:00",35.49
